Document_Type,Aadhaar_Number,Name,Date_of_Birth,Gender,Pincode,Label
Aadhaar,3883 5216 9390,Chaitanya Thakur,1969-01-01,Male,151406,1
Aadhaar,9991 7178 6547,Hitesh Parmer,1966-01-01,Male,535497,0
Aadhaar,7617 6529 3173,Vidhi Pandya,1977-01-01,Female,476264,1
Aadhaar,7356 8959 8191,Vrinda Bobal,1968-01-01,Female,976746,0
Aadhaar,2660 2992 4369,Akshay Handa,1957-01-01,Male,731018,1
Aadhaar,5920 1216 1628,Arin Sur,1955-01-01,Female,211835,1
Aadhaar,7343 2368 5415,Finn Tara,1979-01-01,Female,156665,1
Aadhaar,8411 9305 2066,Yashvi Agate,1950-01-01,Male,938811,0
Aadhaar,4836 7124 7189,Sai Magar,1958-01-01,Male,724694,0
Aadhaar,5097 5873 8793,Frederick Korpal,1973-01-01,Male,236225,0
Aadhaar,9548 7193 3755,Chasmum Murthy,1958-01-01,Female,726824,0
Aadhaar,3278 2463 7353,Gautam Varkey,1980-01-01,Male,435394,0
Aadhaar,9876 5056 6061,Ayushman Bail,1993-01-01,Male,718234,1
Aadhaar,4686 8212 4287,Farhan Varghese,1956-01-01,Female,864107,1
Aadhaar,8455 5334 3908,Leena Mann,1984-01-01,Male,564779,1
Aadhaar,5470 5568 4153,Theodore Dora,1979-01-01,Male,773924,0
Aadhaar,1347 8415 2145,Alka Bail,1983-01-01,Female,579354,1
Aadhaar,3861 8947 8681,Nidhi Kumar,1983-01-01,Female,695873,0
Aadhaar,8693 5668 2127,Ira Raj,1951-01-01,Male,962717,1
Aadhaar,2261 7224 7635,Aashi Solanki,1956-01-01,Male,285215,0
Aadhaar,2341 6203 6710,Osha Bedi,1991-01-01,Male,946751,0
Aadhaar,1946 2205 7529,Qasim Misra,1954-01-01,Male,537697,0
Aadhaar,4242 2091 2537,Manya Dayal,1963-01-01,Female,529717,1
Aadhaar,2527 1275 9458,Hritik Ramanathan,1988-01-01,Male,467013,0
Aadhaar,8586 5943 8060,Brinda Gaba,1956-01-01,Female,858845,1
Aadhaar,1782 4025 2996,William Pau,1956-01-01,Female,918374,1
Aadhaar,3884 4998 1111,Abha Kuruvilla,1972-01-01,Male,338535,1
Aadhaar,1951 5712 6395,Leena Kumar,1989-01-01,Male,975851,1
Aadhaar,3471 8707 3513,Ladli Chakrabarti,1988-01-01,Male,288333,0
Aadhaar,8956 6030 1474,Kalpit Krishnamurthy,1981-01-01,Male,541354,1
Aadhaar,7304 5854 9570,Bhavya Jha,1953-01-01,Male,475672,0
Aadhaar,9917 7219 1773,Chatura Dhillon,1996-01-01,Male,804388,0
Aadhaar,1777 4360 2925,Michael Mohan,1960-01-01,Female,991928,1
Aadhaar,5086 2031 5129,Siya Nori,1979-01-01,Male,195794,1
Aadhaar,2419 9093 3472,Jason Sanghvi,1956-01-01,Female,647865,1
Aadhaar,6965 4483 3180,Jackson Gola,1963-01-01,Male,407802,1
Aadhaar,3935 9596 1671,Bishakha Kade,1996-01-01,Female,295115,1
Aadhaar,4600 9545 2172,Bhavna Sarraf,1992-01-01,Female,118123,0
Aadhaar,9745 2389 1005,Vyanjana Nadig,1987-01-01,Male,522507,0
Aadhaar,2730 4083 7613,Lajita Chakraborty,1962-01-01,Male,796824,1
Aadhaar,9856 2181 8485,Neel Varughese,1992-01-01,Female,363261,0
Aadhaar,3997 7199 7099,Nathaniel Sangha,1957-01-01,Female,656270,0
Aadhaar,6468 8930 3855,Chandran Taneja,1987-01-01,Male,990272,1
Aadhaar,5029 8674 7613,Fitan Sane,2000-01-01,Male,170390,0
Aadhaar,9380 4620 6621,Kashish Bera,1993-01-01,Male,449949,1
Aadhaar,7774 7493 7937,Zilmil Bhargava,1981-01-01,Male,170232,0
Aadhaar,7518 2310 6226,Vidhi Gera,1992-01-01,Male,346150,0
Aadhaar,1045 3358 1949,Xavier Zachariah,1964-01-01,Female,813810,1
Aadhaar,1827 6286 2209,Shravya Brar,1982-01-01,Male,981673,0
Aadhaar,7808 6586 3929,Nisha Mani,1950-01-01,Female,114469,0
Aadhaar,3402 7731 3197,Shravya Kalita,1977-01-01,Female,935819,0
Aadhaar,2026 5481 4229,Bhavna Reddy,1979-01-01,Male,986470,0
Aadhaar,2938 4516 8818,Shravya Viswanathan,1991-01-01,Female,636881,1
Aadhaar,3754 6009 5375,Warda Memon,1960-01-01,Male,366328,1
Aadhaar,6786 4465 4853,Daksh Chand,1955-01-01,Female,666944,1
Aadhaar,8189 4397 1695,Zinal Padmanabhan,1961-01-01,Female,419278,0
Aadhaar,9884 3606 6517,Yashawini Kant,1971-01-01,Male,998329,0
Aadhaar,4190 2006 6714,Kashish Chokshi,1965-01-01,Female,774638,0
Aadhaar,5294 7036 5813,Meghana Taneja,1989-01-01,Male,131339,0
Aadhaar,6339 5397 9719,Udarsh Rajagopalan,1986-01-01,Male,999041,1
Aadhaar,3381 9079 8485,Niharika Saxena,1997-01-01,Female,889109,1
Aadhaar,1904 8893 1339,Vanya Vala,1989-01-01,Female,526666,0
Aadhaar,3962 6519 6772,Chaaya Hayre,1963-01-01,Male,756667,1
Aadhaar,3185 7104 6349,Mugdha Bhatt,1983-01-01,Male,548852,1
Aadhaar,3292 5621 5044,Peter D’Alia,1970-01-01,Female,594584,1
Aadhaar,3742 3828 4499,Sara Varma,1955-01-01,Male,682352,0
Aadhaar,2960 7595 9201,Eshana Dhingra,1952-01-01,Female,747234,1
Aadhaar,9777 1176 8601,Daniel Ramesh,1980-01-01,Male,732747,1
Aadhaar,1725 1208 8516,Lakshit Biswas,1987-01-01,Female,312189,0
Aadhaar,3390 6283 6058,Shivansh Chaudhry,1976-01-01,Male,827550,1
Aadhaar,4616 8370 9758,Omaja Mishra,1991-01-01,Male,846113,0
Aadhaar,8874 4251 8684,Wridesh Lanka,1966-01-01,Female,779191,1
Aadhaar,6062 8836 7166,Rudra Rai,1959-01-01,Female,994966,1
Aadhaar,5540 2088 8368,Maanas Kapadia,1960-01-01,Female,794064,1
Aadhaar,2874 6634 2079,Matthew Zachariah,1987-01-01,Male,247885,0
Aadhaar,4804 3268 9662,Zayan Puri,1987-01-01,Female,885758,1
Aadhaar,6506 7412 2092,Ryan Chawla,1978-01-01,Male,863753,0
Aadhaar,4796 1242 7412,Sathvik Swaminathan,1955-01-01,Male,443155,1
Aadhaar,2391 6268 6893,Theodore Contractor,1965-01-01,Male,600927,1
Aadhaar,2876 9631 2655,Jagvi Dhar,1969-01-01,Male,302532,0
Aadhaar,2497 1887 7023,Simon Mand,1962-01-01,Female,155166,0
Aadhaar,2866 6447 8040,Turvi Lala,1997-01-01,Female,517380,0
Aadhaar,1983 1779 8394,Qadim Sagar,2000-01-01,Male,958540,1
Aadhaar,5912 4337 9005,Kalpit Deshmukh,1975-01-01,Female,389301,1
Aadhaar,1189 3637 4537,Imaran Venkataraman,1952-01-01,Male,663311,1
Aadhaar,7983 7825 5941,Vanya Patla,2000-01-01,Female,876984,1
Aadhaar,3390 4084 2384,Urmi Rajan,1968-01-01,Female,346992,1
Aadhaar,8497 1959 1637,Peter Bail,1952-01-01,Female,252519,0
Aadhaar,8830 3054 3261,Siya Singh,1982-01-01,Female,574662,0
Aadhaar,4796 3061 7923,Deepa Ratta,1967-01-01,Male,454055,0
Aadhaar,5588 1291 6682,Vasana Ganguly,1957-01-01,Female,238898,0
Aadhaar,4400 5632 8505,Ranbir Prabhakar,1985-01-01,Female,356147,1
Aadhaar,5709 4148 3997,Aadhya Choudhry,1976-01-01,Male,140443,1
Aadhaar,6683 1847 8317,Mugdha Khanna,1989-01-01,Male,182310,1
Aadhaar,8056 1629 4550,Tanay Bhattacharyya,1951-01-01,Male,867987,1
Aadhaar,3950 2294 5998,Forum Ranganathan,1962-01-01,Male,717000,0
Aadhaar,2719 1461 2537,Bakhshi Murty,1984-01-01,Female,241753,0
Aadhaar,3718 1817 9989,Bhavani Jaggi,1966-01-01,Female,737645,0
Aadhaar,9250 8730 2137,Riya Kannan,1974-01-01,Male,600658,1
Aadhaar,8917 1214 7607,Aarav Wason,1990-01-01,Female,147169,0
Aadhaar,7094 9346 5331,Chaitanya Menon,1989-01-01,Male,948394,0
Aadhaar,9373 1196 9794,Kiaan Mody,1977-01-01,Female,212068,1
Aadhaar,1865 5165 9653,Aayush Mistry,1991-01-01,Male,325380,1
Aadhaar,2390 4805 2641,Ikbal Wali,1970-01-01,Female,328517,1
Aadhaar,9734 5348 9755,Sanaya Warrior,1975-01-01,Male,197855,1
Aadhaar,3622 8602 7486,Unnati Naidu,1992-01-01,Male,600656,1
Aadhaar,8635 9438 7788,Chaitanya Bhasin,1958-01-01,Male,811967,1
Aadhaar,4681 5681 6749,Radha Nigam,1982-01-01,Male,321093,1
Aadhaar,7229 6727 6333,Banjeet Chokshi,1973-01-01,Male,634186,1
Aadhaar,4782 7356 2318,Bhavya Bobal,1986-01-01,Female,840933,0
Aadhaar,7842 4925 9324,Wishi Borah,1977-01-01,Female,718577,1
Aadhaar,7190 9913 8362,Nachiket Trivedi,1964-01-01,Male,883150,0
Aadhaar,6862 8541 9662,Forum Dalal,1970-01-01,Female,557593,0
Aadhaar,3087 1023 3677,Waida Tata,1966-01-01,Female,642463,1
Aadhaar,2922 9423 5035,Harrison Bava,1990-01-01,Male,189099,1
Aadhaar,7158 5453 3585,Kabir Ghosh,1995-01-01,Female,846367,0
Aadhaar,7121 4574 8776,Anvi Parekh,1981-01-01,Female,524211,1
Aadhaar,8512 6419 3338,Chandran Rattan,1973-01-01,Male,904394,1
Aadhaar,1728 8650 5081,Lila Barad,1951-01-01,Female,708136,1
Aadhaar,8206 2920 8398,Ethan Agrawal,1965-01-01,Female,194327,1
Aadhaar,1365 3558 2127,Vrinda Memon,1980-01-01,Female,714202,1
Aadhaar,5244 6796 1809,Januja Ray,1980-01-01,Male,335565,1
Aadhaar,9426 5892 2355,Niharika Munshi,1955-01-01,Female,429382,0
Aadhaar,8756 8473 7782,Isaiah Grover,1975-01-01,Male,974347,1
Aadhaar,9020 4809 2542,Hiral Bandi,1964-01-01,Male,674295,1
Aadhaar,7668 2634 4224,Parth Thaker,1997-01-01,Male,743485,0
Aadhaar,1604 6037 4525,Manthan Dayal,1996-01-01,Female,610510,0
Aadhaar,5047 9900 5148,Tanay Kulkarni,1979-01-01,Female,836704,1
Aadhaar,5068 9903 9771,Alexander Ratta,1985-01-01,Female,689260,1
Aadhaar,8351 7383 6578,Geetika Handa,2000-01-01,Female,839476,0
Aadhaar,9950 1769 6037,Devika Dey,1960-01-01,Female,829957,0
Aadhaar,4678 2279 7457,Ekaja Verma,1996-01-01,Male,540815,0
Aadhaar,6657 5788 7707,Veda Date,1966-01-01,Male,807171,1
Aadhaar,2782 4025 1228,Bhavani Kumer,1985-01-01,Male,425981,1
Aadhaar,3920 5610 8268,Vivaan Chaudhari,1960-01-01,Female,640075,0
Aadhaar,1268 8181 5454,Rachana Gandhi,1998-01-01,Female,710565,0
Aadhaar,4750 4794 9890,Widisha Vala,1993-01-01,Male,664500,0
Aadhaar,7512 5397 2287,Yochana Puri,1952-01-01,Female,965454,1
Aadhaar,5472 1517 8013,Vrishti Taneja,1998-01-01,Female,576620,1
Aadhaar,7074 2897 7621,Pranav Gupta,1976-01-01,Female,577020,0
Aadhaar,6275 6673 5768,Ucchal Rajagopal,1951-01-01,Female,703449,0
Aadhaar,6643 3010 8302,Chandran Savant,1987-01-01,Male,263638,1
Aadhaar,2754 3377 7030,Anita Sahota,1975-01-01,Male,929263,0
Aadhaar,8474 7229 9078,Rishi Kala,1998-01-01,Female,137067,0
Aadhaar,2259 6367 4234,Ojas Buch,1972-01-01,Female,672719,1
Aadhaar,1978 6324 3936,Faras Pandya,1976-01-01,Male,468126,0
Aadhaar,1629 9536 1557,Amara Seshadri,1999-01-01,Female,627480,1
Aadhaar,7766 5488 9111,Sachi Chada,1965-01-01,Female,283542,0
Aadhaar,3682 5212 1517,Chatresh Kothari,1976-01-01,Female,151587,1
Aadhaar,2321 8536 7344,Nitesh Pant,1954-01-01,Female,808798,0
Aadhaar,1951 5415 9956,Kamya Pingle,1988-01-01,Male,823624,0
Aadhaar,7274 1581 1519,Zansi Sule,1970-01-01,Female,693300,1
Aadhaar,1390 3468 9655,Manthan Gala,1986-01-01,Female,302608,1
Aadhaar,6447 4068 4094,Diya Ramesh,1964-01-01,Female,765838,0
Aadhaar,5790 3829 5149,Diya Mohanty,1985-01-01,Female,702311,1
Aadhaar,5768 3582 9165,Elijah Patel,1993-01-01,Female,899261,1
Aadhaar,8530 7533 5673,Azaan Bajaj,1960-01-01,Male,440798,1
Aadhaar,6160 3557 7463,Kiaan Chander,1982-01-01,Male,866493,1
Aadhaar,1157 6122 9097,Reva Gaba,1959-01-01,Female,966086,0
Aadhaar,9995 4553 1881,Rachana Mittal,2000-01-01,Female,488270,0
Aadhaar,3929 9199 2584,Ria Lanka,1991-01-01,Female,758948,1
Aadhaar,6869 5766 2504,Ijaya Shankar,2000-01-01,Male,439969,0
Aadhaar,2584 5894 6855,Nisha Krishnamurthy,1983-01-01,Female,615019,0
Aadhaar,3590 3004 4124,Bina Narayan,2000-01-01,Male,235623,0
Aadhaar,8648 1751 5787,Abdul Pandey,1952-01-01,Male,869300,1
Aadhaar,3363 6465 6081,Zinal Chauhan,1956-01-01,Female,366733,1
Aadhaar,3141 4730 7174,Raksha Doctor,1986-01-01,Male,604380,0
Aadhaar,3317 9274 7841,Bhavini Iyer,1961-01-01,Male,559318,1
Aadhaar,2137 6910 9409,Quincy Jhaveri,1961-01-01,Female,388508,0
Aadhaar,6802 8819 4187,Vrinda Nanda,1975-01-01,Female,774443,1
Aadhaar,8947 6167 4260,Vinaya Vasa,1979-01-01,Female,717644,0
Aadhaar,7269 2055 9273,Bhavya Pandya,1976-01-01,Male,192691,0
Aadhaar,6199 7656 7867,Falguni Dalal,1963-01-01,Female,339094,0
Aadhaar,5852 9416 2832,Jeet Pillay,1974-01-01,Female,582977,1
Aadhaar,2671 6707 8452,Falan Char,1965-01-01,Female,759460,0
Aadhaar,4948 9075 9903,Nandini Bhatnagar,1963-01-01,Female,483246,1
Aadhaar,3250 7491 6554,Gavin Prashad,1970-01-01,Female,157041,0
Aadhaar,1421 4943 3939,Simon Khurana,1983-01-01,Male,634699,0
Aadhaar,2492 4539 9522,Yasti Tata,1980-01-01,Male,192871,0
Aadhaar,6254 6276 9907,Eesha Warrior,1978-01-01,Male,851191,1
Aadhaar,3394 8769 2777,David Nayak,1950-01-01,Female,609665,1
Aadhaar,8956 6542 7631,Ijaya Swamy,1983-01-01,Male,578929,0
Aadhaar,3866 9104 7060,Om Jhaveri,1950-01-01,Male,365877,0
Aadhaar,8118 2005 5546,Praneel Narayanan,1987-01-01,Female,148944,0
Aadhaar,6791 4535 1509,Xalak Oak,1961-01-01,Male,512614,0
Aadhaar,7298 4806 5430,Nimrat Kadakia,1959-01-01,Female,333407,1
Aadhaar,9017 9864 4424,Nandini Gole,1972-01-01,Male,698772,0
Aadhaar,7772 3314 6766,Yuvraj Sidhu,1957-01-01,Female,245387,1
Aadhaar,1776 4107 8816,Lohit Kale,1973-01-01,Male,473323,0
Aadhaar,1479 4335 8729,Darpan Raman,1986-01-01,Female,739653,1
Aadhaar,8895 7325 1111,Yashoda Mohanty,1979-01-01,Male,570550,1
Aadhaar,8846 9152 4633,Vritti Rajagopalan,1959-01-01,Male,433746,1
Aadhaar,6719 3492 9039,Joshua Munshi,1955-01-01,Female,477154,1
Aadhaar,7616 2728 5913,Balendra Mohanty,1959-01-01,Female,935140,1
Aadhaar,9271 1713 8543,Ranbir Om,1966-01-01,Female,173497,1
Aadhaar,2512 5014 6561,Daksh Andra,1960-01-01,Female,743928,0
Aadhaar,7347 5230 8638,Lakshmi Vyas,1960-01-01,Male,943288,1
Aadhaar,6398 8045 7011,Ekalinga Nanda,1978-01-01,Female,942218,1
Aadhaar,4212 5788 4188,Jai Kaur,1976-01-01,Male,489139,1
Aadhaar,4755 9335 2572,Lavanya Sura,1960-01-01,Female,260170,1
Aadhaar,9773 7455 1261,Amruta Mahal,1969-01-01,Male,709059,0
Aadhaar,1477 2846 7814,Manan Padmanabhan,1993-01-01,Male,823986,1
Aadhaar,3239 4999 5457,Kabir Ratti,1996-01-01,Female,559875,1
Aadhaar,2202 2462 5311,Agastya Khanna,1976-01-01,Male,873584,1
Aadhaar,9296 6536 8882,Jagvi Hans,1988-01-01,Female,177876,1
Aadhaar,4510 8118 7192,Abha Arya,1953-01-01,Female,515934,1
Aadhaar,5459 5199 6333,Ayush Pandya,1959-01-01,Male,343558,0
Aadhaar,2119 2886 8089,Imaran Doctor,1956-01-01,Female,259148,0
Aadhaar,3859 9104 8620,Zarna Bhavsar,1970-01-01,Female,242676,0
Aadhaar,2683 4253 8199,Falguni Chada,1996-01-01,Male,410910,0
Aadhaar,8164 6076 8112,Vritti Radhakrishnan,1986-01-01,Male,339176,1
Aadhaar,4456 5688 8416,Nathan Loke,1990-01-01,Male,290217,1
Aadhaar,7523 1940 5341,Radhika Gulati,1995-01-01,Male,739474,0
Aadhaar,6976 7597 9240,Christopher Kurian,1969-01-01,Female,446882,0
Aadhaar,9818 2959 7098,Ekaraj Morar,1974-01-01,Male,938692,1
Aadhaar,3295 2816 5220,Yochana Saxena,1952-01-01,Female,126958,0
Aadhaar,6886 3123 3378,Azad Sharaf,1967-01-01,Female,563108,0
Aadhaar,2846 9761 2004,Max Rajagopal,1971-01-01,Female,639412,0
Aadhaar,7804 7268 1870,Samar Morar,1974-01-01,Male,754930,1
Aadhaar,1178 7968 6178,Sathvik Goda,1959-01-01,Male,692123,0
Aadhaar,1739 4608 5839,Yashvi Pant,1971-01-01,Male,210658,1
Aadhaar,3305 5403 1420,Ati Bains,1974-01-01,Male,453209,0
Aadhaar,9534 5912 6625,Raagini Dutt,1999-01-01,Female,419479,1
Aadhaar,8272 4136 9722,Zinal Baria,1991-01-01,Male,310556,1
Aadhaar,3765 3477 7236,Hritik Sethi,1999-01-01,Female,137811,1
Aadhaar,4186 2198 7354,Eta Prakash,1956-01-01,Male,621167,1
Aadhaar,6257 8055 9175,Jagdish Kadakia,1959-01-01,Male,689575,1
Aadhaar,7424 2818 9238,Neelima Patil,1989-01-01,Female,107219,1
Aadhaar,3735 2361 5009,Darsh Bhattacharyya,1973-01-01,Male,841596,1
Aadhaar,8017 3191 6025,Bimala Chanda,1960-01-01,Female,999039,1
Aadhaar,3370 1076 2447,Charita Bahl,1963-01-01,Female,371406,1
Aadhaar,4316 8190 6786,Bhavini Narasimhan,1988-01-01,Male,555729,1
Aadhaar,2589 9011 8413,Gaurika Kadakia,1994-01-01,Male,768910,0
Aadhaar,8063 7413 9473,Vanya Sahni,1965-01-01,Female,358749,1
Aadhaar,3024 8377 8260,Zansi Sarna,1996-01-01,Female,406016,1
Aadhaar,7700 6704 3663,Eesha Edwin,1983-01-01,Female,559576,0
Aadhaar,6531 4177 2021,Tanvi Bhakta,1956-01-01,Male,225181,1
Aadhaar,7382 3402 6421,Charan Guha,1956-01-01,Male,886774,1
Aadhaar,3278 5911 6649,Chatresh Amble,1969-01-01,Male,951521,0
Aadhaar,7519 1511 1646,Ubika Parikh,1992-01-01,Male,441710,0
Aadhaar,6731 3341 9450,Yug Aurora,1955-01-01,Female,964210,1
Aadhaar,4535 4538 4396,Anusha Shankar,1955-01-01,Male,939561,1
Aadhaar,9314 9743 3172,Vrishti Kapoor,1971-01-01,Male,707215,0
Aadhaar,7292 8001 9936,Deepa Lanka,1985-01-01,Male,284700,0
Aadhaar,5656 8599 5341,Zayyan Ravi,1974-01-01,Female,717032,1
Aadhaar,1787 6882 8005,Noah Savant,1985-01-01,Female,624120,0
Aadhaar,1496 2310 6908,Zarna Gola,1963-01-01,Female,667456,0
Aadhaar,3463 7059 2770,Jasmit Sura,1991-01-01,Male,656562,1
Aadhaar,9889 5852 8128,Adweta Basu,1958-01-01,Male,283951,0
Aadhaar,4768 5764 1745,Kabir Sachar,1989-01-01,Male,236539,0
Aadhaar,4527 3092 7240,Falguni Bhavsar,1997-01-01,Male,914260,1
Aadhaar,6616 3974 6215,Warinder Walia,1992-01-01,Female,500340,1
Aadhaar,7113 8020 4842,Balvan Kala,1951-01-01,Male,672985,1
Aadhaar,4326 4550 7841,Nihal Hayer,1988-01-01,Male,427829,1
Aadhaar,2076 5029 8106,Sathvik Bhalla,1978-01-01,Female,454167,1
Aadhaar,1799 2947 6817,Megha Kakar,1952-01-01,Female,922608,1
Aadhaar,9183 8397 5677,Ekbal Varghese,1956-01-01,Female,260699,0
Aadhaar,9098 5161 1432,Yochana Batta,1980-01-01,Female,957218,0
Aadhaar,8345 8704 1231,Theodore Kala,1964-01-01,Female,976317,0
Aadhaar,4441 3234 1299,Rohan Sodhi,1966-01-01,Female,649893,0
Aadhaar,1693 7332 4516,Urvashi Talwar,1976-01-01,Female,952179,0
Aadhaar,6956 4495 4624,Oliver Bawa,1983-01-01,Male,660605,1
Aadhaar,8644 5639 1978,Chakradhar Kapur,1992-01-01,Male,372495,1
Aadhaar,6244 4857 1922,Zayyan Dhawan,1967-01-01,Female,856089,0
Aadhaar,6831 6111 5205,Laban Krishnamurthy,1986-01-01,Female,804031,0
Aadhaar,6159 3789 9592,Ekani Kapoor,1977-01-01,Female,988167,1
Aadhaar,6599 7708 3475,Timothy Dube,1961-01-01,Female,416064,0
Aadhaar,6432 1870 1980,Aditya Divan,1991-01-01,Male,983372,1
Aadhaar,4649 1323 1402,Karan Pradhan,1998-01-01,Male,256169,0
Aadhaar,6626 2221 6363,Om Varghese,1987-01-01,Male,735183,0
Aadhaar,2192 8771 4601,Vihaan Sen,2000-01-01,Female,463600,0
Aadhaar,3376 4125 3911,Hemang Biswas,1964-01-01,Female,963156,0
Aadhaar,8908 5650 1706,Matthew Chandran,1984-01-01,Female,822985,0
Aadhaar,1162 2675 1171,Jason Shan,1966-01-01,Male,929623,1
Aadhaar,9796 8880 8989,Vincent Balakrishnan,1984-01-01,Female,568793,0
Aadhaar,4775 6314 3249,Shravya Chaudhary,1961-01-01,Male,620448,0
Aadhaar,4126 5952 5986,Urvi Thakkar,1981-01-01,Female,551812,0
Aadhaar,4484 1302 4366,Vritti Talwar,1987-01-01,Male,780624,0
Aadhaar,5277 3356 1800,Arya Morar,1996-01-01,Male,365010,1
Aadhaar,5616 9621 5627,Patrick Ram,1972-01-01,Female,283298,1
Aadhaar,5431 3336 8328,Azaan Subramanian,1974-01-01,Male,394611,0
Aadhaar,6695 4099 9816,Charvi Pandit,1980-01-01,Female,541860,0
Aadhaar,1966 6518 9889,Nihal Bajwa,1985-01-01,Male,492569,1
Aadhaar,7326 4114 2040,Oni Dara,1968-01-01,Female,465550,0
Aadhaar,4289 2774 7029,Kamya Mitra,1998-01-01,Female,566074,1
Aadhaar,2719 6903 1654,Krishna Mani,1973-01-01,Male,908821,0
Aadhaar,4987 6312 6623,Ethan Krish,2000-01-01,Female,893251,0
Aadhaar,3938 2083 6178,Janya Seshadri,1982-01-01,Female,819167,1
Aadhaar,2122 7879 5115,Nisha Sani,1976-01-01,Female,797847,0
Aadhaar,7118 3003 9108,Bachittar Chahal,1989-01-01,Male,983327,0
Aadhaar,9032 5280 2405,Madhav Sur,1992-01-01,Male,923825,0
Aadhaar,1502 2821 3981,Nathaniel Sunder,1987-01-01,Male,899438,0
Aadhaar,5131 1918 4595,Vrishti Shroff,1986-01-01,Female,429623,0
Aadhaar,3161 6446 9177,Sudiksha Kuruvilla,2000-01-01,Female,281443,0
Aadhaar,7142 3270 1589,Damyanti Divan,1971-01-01,Male,407841,1
Aadhaar,7569 9867 3019,Yashawini Bora,1989-01-01,Male,139448,0
Aadhaar,4684 9574 2149,Aarush Choudhury,1994-01-01,Male,289638,0
Aadhaar,3477 8217 8650,Victor Rana,1973-01-01,Male,833234,1
Aadhaar,2038 4472 3287,Rushil Saxena,1951-01-01,Female,488359,1
Aadhaar,9856 4558 2318,Zaid Mannan,1969-01-01,Male,824602,0
Aadhaar,4066 8143 3505,Wahab Chander,1987-01-01,Male,254390,0
Aadhaar,6710 5578 9172,Ekalinga Mutti,1951-01-01,Male,614573,0
Aadhaar,9368 7104 8835,Vihaan Devi,1955-01-01,Female,572888,0
Aadhaar,5993 8913 2523,Wridesh Nagar,1970-01-01,Male,842046,1
Aadhaar,7695 2929 6041,Shivani Bava,1973-01-01,Female,549678,1
Aadhaar,5650 8595 1442,Warda Sangha,1952-01-01,Female,827389,0
Aadhaar,8427 7340 3540,Abdul Borde,1983-01-01,Female,504300,1
Aadhaar,2473 5755 4715,Mugdha Iyer,1969-01-01,Male,999595,0
Aadhaar,4311 4913 1791,Jeet Chadha,1986-01-01,Male,521235,0
Aadhaar,5138 7499 2014,Aachal Panchal,1951-01-01,Female,321367,1
Aadhaar,5172 2332 1732,Zansi Bains,1953-01-01,Female,924124,1
Aadhaar,8596 1399 4403,Bakhshi Bir,1950-01-01,Male,541341,1
Aadhaar,5372 7657 4692,Ekantika Mani,1986-01-01,Male,155977,0
Aadhaar,4883 6114 5013,Aashi Badal,1978-01-01,Male,995082,0
Aadhaar,3118 4779 8432,Advik Swamy,1995-01-01,Male,129079,1
Aadhaar,5397 3093 5729,Hritik Hans,1967-01-01,Female,337396,0
Aadhaar,9997 9408 6705,Hemangini Naik,1997-01-01,Female,355762,0
Aadhaar,8983 8414 8939,Yug Narain,1974-01-01,Male,527877,0
Aadhaar,1045 3418 1337,Advika Mammen,1981-01-01,Male,750489,0
Aadhaar,8161 9365 8492,Yashasvi Singhal,1979-01-01,Female,244330,1
Aadhaar,7794 8291 1605,Adweta Krishnamurthy,1987-01-01,Female,235274,0
Aadhaar,1693 5801 5786,Leela Nagarajan,1953-01-01,Female,726524,0
Aadhaar,2726 2294 2262,Atharv Panchal,1965-01-01,Female,306526,1
Aadhaar,7065 4435 8188,Dakshesh Contractor,1958-01-01,Female,219013,1
Aadhaar,6310 3916 6996,Frado Edwin,1987-01-01,Female,602988,1
Aadhaar,9661 7305 5485,Frederick Sastry,1982-01-01,Male,211901,0
Aadhaar,9599 3731 3624,Niharika Sama,1965-01-01,Male,813101,0
Aadhaar,4312 7862 9691,Nilima Kashyap,1952-01-01,Male,886642,0
Aadhaar,4445 5846 8507,Maanav Dara,1980-01-01,Male,272569,1
Aadhaar,2218 7279 4820,Tripti Dey,1960-01-01,Female,205018,0
Aadhaar,9261 2217 9770,Priya Dara,1957-01-01,Female,366147,1
Aadhaar,9393 4825 7760,Keya Gill,1972-01-01,Female,319799,0
Aadhaar,1796 6141 7577,Vidhi Mangal,1983-01-01,Male,527071,0
Aadhaar,2606 2868 6323,Anya Bahri,1983-01-01,Male,747091,1
Aadhaar,5878 9415 5375,Anthony Shere,1992-01-01,Female,589514,0
Aadhaar,6868 3939 4197,Jagat Goyal,1969-01-01,Female,201806,1
Aadhaar,2290 8667 4827,Viraj Deshmukh,1999-01-01,Male,935779,0
Aadhaar,6387 1574 4513,Warinder Ganguly,1968-01-01,Female,404540,0
Aadhaar,1057 5268 2473,Vedika Prabhu,1967-01-01,Female,332315,0
Aadhaar,2807 6513 2357,Caleb Bava,1974-01-01,Female,895632,0
Aadhaar,1971 1331 9772,Ishita Sule,1954-01-01,Male,665241,0
Aadhaar,7932 4108 6205,Max Batta,1999-01-01,Male,784635,0
Aadhaar,7291 4043 8055,Vasatika Mitra,1978-01-01,Male,257135,0
Aadhaar,4821 7088 5985,Dev Banerjee,1980-01-01,Male,980777,0
Aadhaar,7380 1043 8170,Hemangini Dhar,1967-01-01,Male,241910,0
Aadhaar,3398 9562 4693,Neelima Tiwari,1954-01-01,Female,593287,0
Aadhaar,9622 2262 5985,Nakul Kohli,1983-01-01,Male,416767,0
